query_id	subject_id	identity	alignment_length	mismatches	gap_opens	q_start	q_end	s_start	s_end	evalue	bit_score
VFDB|VFG002195	VFDB|VFG002195	100	1004	0	0	1	1004	1	1004	0	2063
VFDB|VFG002195	VFDB|VFG002196	36.822	793	448	18	225	1004	255	1007	1.46e-152	485
VFDB|VFG002195	VFDB|VFG001364	29.533	728	472	16	213	927	266	965	4.58e-97	328
VFDB|VFG002195	VFDB|VFG001334	28.155	721	465	18	215	906	317	1013	1.41e-84	293
VFDB|VFG002195	VFDB|VFG001315	28.844	787	481	24	214	956	21	772	7.99e-84	286
VFDB|VFG002196	VFDB|VFG002196	100	1372	0	0	1	1372	1	1372	0	2811
VFDB|VFG002196	VFDB|VFG002195	36.49	792	452	17	255	1007	225	1004	7.99e-150	478
VFDB|VFG002196	VFDB|VFG001364	28.516	768	482	22	218	953	246	978	1.32e-80	285
VFDB|VFG002196	VFDB|VFG001334	25.623	722	476	18	235	913	310	1013	2.72e-70	254
VFDB|VFG002196	VFDB|VFG001315	29.659	762	448	26	264	968	49	779	2.25e-69	248
VFDB|VFG002197	VFDB|VFG002197	100	336	0	0	1	336	1	336	0	689
VFDB|VFG042976	VFDB|VFG042976	100	1103	0	0	1	1103	1	1103	0	2251
VFDB|VFG042977	VFDB|VFG042977	100	476	0	0	1	476	1	476	0	978
VFDB|VFG042978	VFDB|VFG042978	100	625	0	0	1	625	1	625	0	1258
VFDB|VFG042979	VFDB|VFG042979	100	284	0	0	1	284	1	284	0	585
VFDB|VFG042979	VFDB|VFG005307	40.977	266	147	6	22	284	1	259	1.01e-58	186
VFDB|VFG042979	VFDB|VFG005308	44.813	241	122	6	41	277	12	245	3.66e-57	181
VFDB|VFG042979	VFDB|VFG005283	39.394	264	152	4	16	273	20	281	3.53e-56	180
VFDB|VFG042979	VFDB|VFG005286	41.277	235	133	3	16	248	20	251	1.21e-54	176
VFDB|VFG042979	VFDB|VFG005293	44.954	218	104	3	26	236	35	243	6.75e-53	172
VFDB|VFG042979	VFDB|VFG013676	38.496	226	132	3	16	237	30	252	4.08e-48	160
VFDB|VFG042979	VFDB|VFG013668	33.333	291	181	3	2	284	4	289	7.37e-47	156
VFDB|VFG042979	VFDB|VFG013685	31.164	292	179	5	5	278	20	307	6.59e-43	146
VFDB|VFG042979	VFDB|VFG013682	32.292	288	184	4	2	282	37	320	5.94e-42	145
VFDB|VFG042979	VFDB|VFG013672	30.952	252	147	6	13	241	28	275	2.32e-31	116
VFDB|VFG043508	VFDB|VFG043508	100	1987	0	0	1	1987	1	1987	0	4051
VFDB|VFG043509	VFDB|VFG043509	100	1651	0	0	1	1651	1	1651	0	3330
VFDB|VFG043509	PATRIC_VF|LMOf2365_0859	37.56	623	370	9	1038	1651	1412	2024	7.09e-113	394
VFDB|VFG043509	PATRIC_VF|LMOf2365_0859	44.097	288	156	3	1037	1320	1633	1919	1.64e-64	240
VFDB|VFG043510	VFDB|VFG043510	100	1075	0	0	1	1075	1	1075	0	2189
VFDB|VFG043510	VFDB|VFG043520	90.605	1075	101	0	1	1075	1	1075	0	1991
VFDB|VFG043511	VFDB|VFG043511	100	324	0	0	1	324	1	324	0	638
VFDB|VFG043518	VFDB|VFG043518	100	721	0	0	1	721	1	721	0	1466
VFDB|VFG043518	VFDB|VFG001291	43.423	631	344	9	5	626	3	629	2.86e-165	504
VFDB|VFG043518	VFDB|VFG001291	48.113	106	54	1	522	626	898	1003	1.72e-25	110
VFDB|VFG043518	VFDB|VFG001291	46.226	106	56	1	522	626	711	816	8.54e-25	107
VFDB|VFG043519	VFDB|VFG043519	100	660	0	0	1	660	1	660	0	1243
VFDB|VFG043520	VFDB|VFG043520	100	1075	0	0	1	1075	1	1075	0	2187
VFDB|VFG043520	VFDB|VFG043510	90.605	1075	101	0	1	1075	1	1075	0	1991
VFDB|VFG045470	VFDB|VFG045470	100	66	0	0	1	66	1	66	1.26e-43	132
VFDB|VFG045472	VFDB|VFG045472	100	68	0	0	1	68	1	68	3.3e-44	134
VFDB|VFG045473	VFDB|VFG045473	100	63	0	0	1	63	1	63	2.2e-42	129
VFDB|VFG045474	VFDB|VFG045474	100	993	0	0	1	993	1	993	0	2009
VFDB|VFG000739	VFDB|VFG000739	100	939	0	0	1	939	1	939	0	1926
VFDB|VFG000739	PATRIC_VF|E2348C_3939	99.894	939	1	0	1	939	1	939	0	1924
VFDB|VFG000739	PATRIC_VF|Z5110	82.909	942	150	6	1	939	1	934	0	1590
VFDB|VFG000739	VFDB|VFG045349	41.284	436	241	6	131	561	41	466	1.96e-102	346
VFDB|VFG000739	VFDB|VFG000356	37.219	489	253	9	178	635	49	514	4.4e-92	308
VFDB|VFG000739	VFDB|VFG002307	34.263	502	269	10	197	637	91	592	3.33e-76	261
VFDB|VFG000739	PATRIC_VF|SL1344_1599	31.285	358	228	7	158	502	29	381	8.35e-44	166
VFDB|VFG000743	VFDB|VFG000743	100	380	0	0	1	380	1	380	0	758
VFDB|VFG000743	PATRIC_VF|E2348C_3935	99.737	380	1	0	1	380	1	380	0	755
VFDB|VFG000743	VFDB|VFG000799	74.211	380	92	1	1	380	1	374	0	561
VFDB|VFG000744	VFDB|VFG000744	100	321	0	0	1	321	1	321	0	624
VFDB|VFG000744	PATRIC_VF|E2348C_3934	100	321	0	0	1	321	1	321	0	624
VFDB|VFG000744	VFDB|VFG012362	61.371	321	115	3	1	321	1	312	1.81e-120	346
VFDB|VFG000748	VFDB|VFG000748	100	206	0	0	1	206	1	206	1.45e-144	398
VFDB|VFG000748	PATRIC_VF|E2348C_3930	100	206	0	0	1	206	1	206	1.45e-144	398
VFDB|VFG000748	VFDB|VFG000794	70.751	253	22	2	1	206	1	248	5.99e-112	317
VFDB|VFG000748	PATRIC_VF|Z5100	70.751	253	22	2	1	206	1	248	5.99e-112	317
VFDB|VFG000749	VFDB|VFG000749	100	193	0	0	1	193	1	193	2.49e-139	384
VFDB|VFG000749	PATRIC_VF|EcB171_3158	100	193	0	0	1	193	1	193	2.49e-139	384
VFDB|VFG000749	PATRIC_VF|E2348_P1_003	99.482	193	1	0	1	193	1	193	1.49e-138	382
VFDB|VFG000750	VFDB|VFG000750	100	133	0	0	1	133	1	133	6.38e-99	277
VFDB|VFG000750	PATRIC_VF|E2348_P1_004	100	133	0	0	1	133	1	133	6.38e-99	277
VFDB|VFG000751	VFDB|VFG000751	100	552	0	0	1	552	1	552	0	1105
VFDB|VFG000751	PATRIC_VF|EcB171_3159	100	552	0	0	1	552	1	552	0	1105
VFDB|VFG000751	PATRIC_VF|E2348_P1_005	100	552	0	0	1	552	1	552	0	1105
VFDB|VFG000751	VFDB|VFG002434	29.064	406	241	9	171	542	190	582	5.93e-36	139
VFDB|VFG000751	VFDB|VFG002310	27.02	396	277	6	160	545	168	561	6.38e-28	115
VFDB|VFG000752	VFDB|VFG000752	100	402	0	0	1	402	1	402	0	821
VFDB|VFG000752	PATRIC_VF|E2348_P1_006	100	402	0	0	1	402	1	402	0	821
VFDB|VFG000753	VFDB|VFG000753	100	156	0	0	1	156	1	156	2.51e-113	315
VFDB|VFG000753	PATRIC_VF|E2348_P1_007	99.359	156	1	0	1	156	9	164	1.74e-112	313
VFDB|VFG000754	VFDB|VFG000754	100	534	0	0	1	534	1	534	0	1107
VFDB|VFG000754	PATRIC_VF|EcB171_3162	100	534	0	0	1	534	1	534	0	1107
VFDB|VFG000754	PATRIC_VF|E2348_P1_008	99.813	534	1	0	1	534	2	535	0	1105
VFDB|VFG000754	VFDB|VFG002432	35.497	493	290	11	18	502	30	502	9.07e-79	254
VFDB|VFG000754	VFDB|VFG000098	27.739	429	271	12	92	505	72	476	5.99e-44	160
VFDB|VFG000754	VFDB|VFG002313	29.954	434	266	12	102	509	77	498	1.79e-43	159
VFDB|VFG000754	VFDB|VFG002048	30.435	414	248	15	106	514	116	494	1.9e-41	153
VFDB|VFG000754	VFDB|VFG001876	30.049	406	248	14	102	503	108	481	4.05e-40	149
VFDB|VFG000754	VFDB|VFG001880	28.125	416	259	13	106	514	190	572	2.98e-34	133
VFDB|VFG000754	VFDB|VFG000112	29.255	376	228	11	103	472	180	523	9.85e-33	129
VFDB|VFG000754	VFDB|VFG000233	28.723	376	236	12	106	476	171	519	1.01e-31	126
VFDB|VFG000754	VFDB|VFG000182	27.833	406	254	15	102	502	117	488	1.71e-31	124
VFDB|VFG000754	VFDB|VFG002426	35.945	217	116	7	200	406	109	312	3.6e-29	117
VFDB|VFG000754	VFDB|VFG001223	28.571	322	160	9	114	417	6	275	1.82e-24	102
VFDB|VFG000755	VFDB|VFG000755	100	352	0	0	1	352	1	352	0	718
VFDB|VFG000755	PATRIC_VF|E2348_P1_009	100	352	0	0	1	352	1	352	0	718
VFDB|VFG000755	VFDB|VFG002431	38.889	360	206	4	1	351	1	355	2.89e-85	259
VFDB|VFG000755	VFDB|VFG002314	28.704	324	225	4	1	320	18	339	6.21e-40	142
VFDB|VFG000755	VFDB|VFG000099	25.501	349	240	9	9	349	3	339	6.67e-32	120
VFDB|VFG000756	VFDB|VFG000756	100	331	0	0	1	331	1	331	0	680
VFDB|VFG000756	PATRIC_VF|EcB171_3164	99.649	285	1	0	47	331	1	285	0	579
VFDB|VFG000756	VFDB|VFG001223	31.673	281	171	9	46	317	38	306	3.95e-26	103
VFDB|VFG000757	VFDB|VFG000757	100	249	0	0	1	249	1	249	0	502
VFDB|VFG000757	PATRIC_VF|E2348_P1_011	100	249	0	0	1	249	1	249	0	502
VFDB|VFG000757	VFDB|VFG000102	31.727	249	160	5	2	244	1	245	6.89e-34	120
VFDB|VFG000757	VFDB|VFG000234	32.381	210	122	5	46	244	65	265	4.69e-27	103
VFDB|VFG000758	VFDB|VFG000758	100	148	0	0	1	148	1	148	1.44e-110	307
VFDB|VFG000759	VFDB|VFG000759	100	181	0	0	1	181	1	181	2.77e-130	360
VFDB|VFG000760	VFDB|VFG000760	100	183	0	0	1	183	1	183	4.26e-134	370
VFDB|VFG000761	VFDB|VFG000761	100	164	0	0	1	164	1	164	1.73e-119	331
VFDB|VFG000762	VFDB|VFG000762	100	149	0	0	1	149	1	149	2.42e-108	302
VFDB|VFG000772	VFDB|VFG000772	100	1305	0	0	1	1305	1	1305	0	2652
VFDB|VFG000772	PATRIC_VF|E2348C_2915	99.923	1305	1	0	1	1305	1	1305	0	2649
VFDB|VFG000772	VFDB|VFG000630	54.286	1330	538	20	1	1305	1	1285	0	1381
VFDB|VFG000772	PATRIC_VF|SF2968	54.286	1330	538	20	1	1305	1	1285	0	1381
VFDB|VFG000772	PATRIC_VF|EC042_pAA035	53.078	1332	561	22	1	1305	1	1295	0	1332
VFDB|VFG000772	VFDB|VFG000844	52.699	1334	568	22	1	1305	1	1300	0	1321
VFDB|VFG000772	PATRIC_VF|pO157p78	52.699	1334	568	22	1	1305	1	1300	0	1321
VFDB|VFG000772	VFDB|VFG000902	51.543	1329	586	20	1	1305	5	1299	0	1276
VFDB|VFG000772	PATRIC_VF|c3619	51.543	1329	586	20	1	1305	5	1299	0	1276
VFDB|VFG000772	PATRIC_VF|EC2720900_3581	65.288	798	218	9	515	1305	619	1364	0	990
VFDB|VFG000772	PATRIC_VF|EC2720900_3581	30.81	568	308	25	1	513	1	538	8.09e-38	152
VFDB|VFG000772	VFDB|VFG000903	41.788	1443	630	42	1	1305	1	1371	0	910
VFDB|VFG000772	PATRIC_VF|EC042_4593	46.344	971	427	19	375	1305	456	1372	0	767
VFDB|VFG000772	PATRIC_VF|EC042_4593	35.39	551	287	23	1	507	1	526	3.07e-60	224
VFDB|VFG000772	VFDB|VFG000635	49.881	842	355	15	481	1305	279	1070	0	766
VFDB|VFG000772	VFDB|VFG000635	40.777	206	98	8	315	507	30	224	1.8e-23	105
VFDB|VFG000772	VFDB|VFG000862	47.75	800	365	16	1	782	1	765	0	675
VFDB|VFG000772	PATRIC_VF|APECO1_O1CoBM73	42.629	814	420	14	503	1305	600	1377	0	618
VFDB|VFG000772	PATRIC_VF|APECO1_O1CoBM73	30.162	557	316	24	1	510	1	531	3.46e-45	176
VFDB|VFG000772	VFDB|VFG000904	42.421	818	423	15	499	1305	596	1376	0	604
VFDB|VFG000772	VFDB|VFG000904	31.9	558	310	22	1	513	1	533	4.3e-44	172
VFDB|VFG000772	PATRIC_VF|c0393	42.421	818	423	15	499	1305	596	1376	0	604
VFDB|VFG000772	PATRIC_VF|c0393	31.9	558	310	22	1	513	1	533	4.3e-44	172
VFDB|VFG000772	VFDB|VFG000861	35.39	551	287	23	1	507	1	526	1.63e-63	224
VFDB|VFG000772	VFDB|VFG000261	29.423	537	276	22	39	499	11	520	8.14e-38	152
VFDB|VFG000772	VFDB|VFG000337	27.993	568	291	24	36	504	8	556	1.84e-33	138
VFDB|VFG000772	VFDB|VFG001149	33.594	256	130	9	348	569	373	622	2.66e-24	108
VFDB|VFG000794	VFDB|VFG000794	100	248	0	0	1	248	1	248	3.8e-172	471
VFDB|VFG000794	PATRIC_VF|Z5100	100	248	0	0	1	248	1	248	3.8e-172	471
VFDB|VFG000794	VFDB|VFG000748	87.805	205	24	1	1	205	1	204	1.19e-104	299
VFDB|VFG000794	PATRIC_VF|E2348C_3930	87.805	205	24	1	1	205	1	204	1.19e-104	299
VFDB|VFG000795	VFDB|VFG000795	100	92	0	0	1	92	1	92	1.23e-65	189
VFDB|VFG000796	VFDB|VFG000796	100	73	0	0	1	73	1	73	1.73e-49	147
VFDB|VFG000797	VFDB|VFG000797	100	135	0	0	1	135	1	135	1.08e-100	281
VFDB|VFG000797	PATRIC_VF|E2348C_3933	99.259	135	1	0	1	135	1	135	1.43e-99	278
VFDB|VFG000799	VFDB|VFG000799	100	374	0	0	1	374	1	374	0	744
VFDB|VFG000799	PATRIC_VF|E2348C_3935	74.474	380	91	1	1	374	1	380	0	564
VFDB|VFG000799	VFDB|VFG000743	74.211	380	92	1	1	374	1	380	0	561
VFDB|VFG000800	VFDB|VFG000800	100	192	0	0	1	192	1	192	1.2e-137	379
VFDB|VFG000800	PATRIC_VF|ECO26_5283	85.417	192	28	0	1	192	1	192	5.25e-119	332
VFDB|VFG000800	PATRIC_VF|E2348C_3936	80.729	192	37	0	1	192	1	192	4.45e-110	310
VFDB|VFG000801	VFDB|VFG000801	100	351	0	0	1	351	1	351	0	696
VFDB|VFG000801	PATRIC_VF|Z5108	100	351	0	0	1	351	1	351	0	696
VFDB|VFG000801	PATRIC_VF|E2348C_3937	94.302	351	20	0	1	351	1	351	0	634
VFDB|VFG000802	VFDB|VFG000802	100	406	0	0	1	406	1	406	0	822
VFDB|VFG000802	PATRIC_VF|E2348C_3938	98.768	406	5	0	1	406	1	406	0	814
VFDB|VFG000802	VFDB|VFG000496	23.971	413	285	15	3	406	10	402	7.72e-29	114
VFDB|VFG000802	PATRIC_VF|STM474_1401	23.971	413	285	15	3	406	10	402	7.72e-29	114
VFDB|VFG000804	VFDB|VFG000804	100	156	0	0	1	156	1	156	8e-115	319
VFDB|VFG000804	PATRIC_VF|E2348C_3940	96.795	156	5	0	1	156	1	156	2.09e-112	313
VFDB|VFG000805	VFDB|VFG000805	100	558	0	0	1	558	1	558	0	1125
VFDB|VFG000805	PATRIC_VF|Z5112	100	558	0	0	1	558	1	558	0	1125
VFDB|VFG000805	PATRIC_VF|E2348C_3941	59.331	568	203	10	1	558	1	550	3.49e-170	491
VFDB|VFG000806	VFDB|VFG000806	100	203	0	0	1	203	1	203	1.02e-154	424
VFDB|VFG000806	PATRIC_VF|Z5113	100	203	0	0	1	203	1	203	1.02e-154	424
VFDB|VFG000806	PATRIC_VF|E2348C_3942	74.384	203	52	0	1	203	1	203	4.98e-115	323
VFDB|VFG000807	VFDB|VFG000807	100	127	0	0	1	127	1	127	1.19e-91	258
VFDB|VFG000807	PATRIC_VF|Z5114	100	127	0	0	1	127	1	127	1.19e-91	258
VFDB|VFG000807	PATRIC_VF|ECs4563	100	127	0	0	1	127	1	127	1.19e-91	258
VFDB|VFG000808	VFDB|VFG000808	100	168	0	0	1	168	1	168	2.39e-126	349
VFDB|VFG000808	PATRIC_VF|Z5115	100	168	0	0	1	168	1	168	2.39e-126	349
VFDB|VFG000809	VFDB|VFG000809	100	305	0	0	1	305	1	305	0	632
VFDB|VFG000809	PATRIC_VF|Z5116	100	305	0	0	1	305	1	305	0	632
VFDB|VFG000809	PATRIC_VF|E2348C_3945	93.443	305	20	0	1	305	1	305	0	600
VFDB|VFG000810	VFDB|VFG000810	100	91	0	0	1	91	1	91	5.79e-65	187
VFDB|VFG000811	VFDB|VFG000811	100	125	0	0	1	125	1	125	3.87e-87	246
VFDB|VFG000812	VFDB|VFG000812	100	446	0	0	1	446	1	446	0	908
VFDB|VFG000812	PATRIC_VF|Z5119	100	446	0	0	1	446	1	446	0	908
VFDB|VFG000812	PATRIC_VF|E2348C_3948	99.552	446	2	0	1	446	1	446	0	905
VFDB|VFG000812	VFDB|VFG007158	51.691	414	188	5	36	441	25	434	4.74e-144	416
VFDB|VFG000812	VFDB|VFG000390	50.483	414	193	5	36	441	25	434	8.15e-142	410
VFDB|VFG000812	VFDB|VFG000192	49.88	417	201	5	36	446	26	440	1.99e-141	409
VFDB|VFG000812	VFDB|VFG000515	50.852	411	199	3	36	445	23	431	3.53e-141	408
VFDB|VFG000812	PATRIC_VF|SL1344_1349	50.852	411	199	3	36	445	23	431	3.53e-141	408
VFDB|VFG000812	VFDB|VFG000048	48.252	429	214	4	25	446	14	441	5.6e-138	400
VFDB|VFG000812	VFDB|VFG002144	47.47	415	207	5	36	441	25	437	1.52e-125	369
VFDB|VFG000812	VFDB|VFG001254	43.636	440	232	5	19	446	12	447	3.99e-113	337
VFDB|VFG000812	VFDB|VFG001896	44.976	418	217	4	36	444	20	433	4.88e-113	337
VFDB|VFG000812	VFDB|VFG006672	44.418	421	224	5	31	445	17	433	1.25e-111	333
VFDB|VFG000812	VFDB|VFG000555	44.039	411	220	4	40	441	15	424	5.44e-107	321
VFDB|VFG000812	PATRIC_VF|STM2894	44.039	411	220	4	40	441	15	424	5.44e-107	321
VFDB|VFG000812	PATRIC_VF|SL1344_2873	44.039	411	220	4	40	441	15	424	5.44e-107	321
VFDB|VFG000812	PATRIC_VF|STMUK_2883	44.039	411	220	4	40	441	15	424	5.44e-107	321
VFDB|VFG000812	VFDB|VFG002459	43.689	412	222	3	40	441	19	430	2.82e-106	319
VFDB|VFG000812	VFDB|VFG043340	41.458	439	248	6	14	446	8	443	8.42e-104	313
VFDB|VFG000812	VFDB|VFG002499	43.16	424	222	7	36	441	92	514	3.15e-103	314
VFDB|VFG000812	VFDB|VFG002331	41.531	431	236	5	26	441	8	437	1.29e-100	305
VFDB|VFG000812	VFDB|VFG001008	41.262	412	225	6	41	439	16	423	3.52e-94	288
VFDB|VFG000812	PATRIC_VF|CP0149	41.262	412	225	6	41	439	16	423	3.52e-94	288
VFDB|VFG000812	VFDB|VFG007186	36.873	339	206	5	109	444	83	416	3.08e-71	228
VFDB|VFG000813	VFDB|VFG000813	100	675	0	0	1	675	1	675	0	1362
VFDB|VFG000813	VFDB|VFG000514	48.558	659	327	6	15	671	22	670	0	613
VFDB|VFG000813	PATRIC_VF|STM14_1710	48.558	659	327	6	15	671	22	670	0	613
VFDB|VFG000813	PATRIC_VF|STM1414	48.558	659	327	6	15	671	22	670	0	613
VFDB|VFG000813	PATRIC_VF|SEN1631	48.558	659	327	6	15	671	22	670	0	613
VFDB|VFG000813	PATRIC_VF|t1282	48.182	660	328	6	15	671	22	670	0	610
VFDB|VFG000813	VFDB|VFG007152	45.288	711	342	10	1	671	4	707	0	566
VFDB|VFG000813	VFDB|VFG000384	42.472	704	338	11	16	670	17	702	0	530
VFDB|VFG000813	VFDB|VFG000064	41.834	698	373	12	1	671	7	698	2.35e-178	521
VFDB|VFG000813	VFDB|VFG001006	42.219	694	355	12	9	670	7	686	1.6e-164	486
VFDB|VFG000813	PATRIC_VF|CP0147	42.219	694	355	12	9	670	7	686	1.6e-164	486
VFDB|VFG000813	VFDB|VFG000198	41.268	710	371	10	1	670	1	704	3.84e-162	480
VFDB|VFG000813	VFDB|VFG000557	38.594	697	385	11	4	670	2	685	5.27e-152	453
VFDB|VFG000813	PATRIC_VF|STM14_3495	38.594	697	385	11	4	670	2	685	5.27e-152	453
VFDB|VFG000813	PATRIC_VF|SL1344_2875	38.594	697	385	11	4	670	2	685	5.27e-152	453
VFDB|VFG000813	PATRIC_VF|STM2896	38.594	697	385	11	4	670	2	685	5.27e-152	453
VFDB|VFG000813	PATRIC_VF|STMUK_2885	38.594	697	385	11	4	670	2	685	5.27e-152	453
VFDB|VFG000813	VFDB|VFG002126	39.095	729	367	15	1	673	1	708	5.25e-150	449
VFDB|VFG000813	VFDB|VFG002522	31.792	692	410	15	21	671	27	697	2e-99	317
VFDB|VFG000813	VFDB|VFG002461	54.934	304	134	1	4	307	2	302	9.59e-96	307
VFDB|VFG000813	VFDB|VFG002461	39.196	199	116	2	476	670	493	690	5.52e-43	162
VFDB|VFG000813	VFDB|VFG002012	32.555	685	414	14	21	670	20	691	7.03e-94	302
VFDB|VFG000813	VFDB|VFG006577	32.153	734	420	17	2	671	11	730	1.84e-93	302
VFDB|VFG000813	VFDB|VFG001916	31.079	695	427	11	22	670	32	720	2.83e-92	299
VFDB|VFG000813	VFDB|VFG002356	33.188	690	419	16	10	671	15	690	9.23e-92	297
VFDB|VFG000813	VFDB|VFG007192	31.348	638	357	15	24	652	21	586	1.34e-82	271
VFDB|VFG000813	VFDB|VFG001263	47.719	285	140	3	29	308	34	314	1.9e-78	261
VFDB|VFG000814	VFDB|VFG000814	100	117	0	0	1	117	1	117	5.26e-82	233
VFDB|VFG000814	PATRIC_VF|Z5121	100	117	0	0	1	117	1	117	5.26e-82	233
VFDB|VFG000815	VFDB|VFG000815	100	99	0	0	1	99	1	99	8.23e-65	188
VFDB|VFG000815	PATRIC_VF|Z5122	100	99	0	0	1	99	1	99	8.23e-65	188
VFDB|VFG000816	VFDB|VFG000816	100	142	0	0	1	142	1	142	6.31e-102	285
VFDB|VFG000816	PATRIC_VF|E2348C_3952	92.958	142	10	0	1	142	1	142	1.26e-92	261
VFDB|VFG000817	VFDB|VFG000817	100	190	0	0	1	190	1	190	1.88e-136	376
VFDB|VFG000817	PATRIC_VF|E2348C_3953	100	190	0	0	1	190	1	190	1.88e-136	376
VFDB|VFG000817	VFDB|VFG000510	37.566	189	112	3	1	185	1	187	5.37e-40	134
VFDB|VFG000817	PATRIC_VF|STM1409	37.566	189	112	3	1	185	1	187	5.37e-40	134
VFDB|VFG000817	PATRIC_VF|STM474_1415	37.566	189	112	3	1	185	1	187	5.37e-40	134
VFDB|VFG000817	PATRIC_VF|SL1344_1343	37.566	189	112	3	1	185	1	187	5.37e-40	134
VFDB|VFG000817	PATRIC_VF|STM14_1705	37.566	189	112	3	1	185	1	187	5.37e-40	134
VFDB|VFG000817	VFDB|VFG000218	38.286	175	102	1	19	187	22	196	1.26e-38	130
VFDB|VFG000817	VFDB|VFG000409	36.813	182	109	2	7	182	6	187	2.19e-35	122
VFDB|VFG000817	VFDB|VFG007168	34.896	192	118	2	1	186	2	192	2.72e-32	114
VFDB|VFG000818	VFDB|VFG000818	100	151	0	0	1	151	1	151	2.44e-114	317
VFDB|VFG000818	PATRIC_VF|E2348C_3954	98.013	151	3	0	1	151	1	151	2.42e-112	312
VFDB|VFG000819	VFDB|VFG000819	100	512	0	0	1	512	1	512	0	1031
VFDB|VFG000819	PATRIC_VF|E2348C_3955	99.805	512	1	0	1	512	1	512	0	1030
VFDB|VFG000819	VFDB|VFG000495	44.239	486	248	7	32	512	29	496	3.84e-126	375
VFDB|VFG000819	VFDB|VFG000402	31.535	482	306	8	33	502	36	505	1.8e-84	270
VFDB|VFG000819	VFDB|VFG007174	30.691	492	297	8	42	502	53	531	4.04e-81	262
VFDB|VFG000819	VFDB|VFG000211	31.753	485	302	8	33	502	30	500	3.6e-78	253
VFDB|VFG000819	VFDB|VFG000559	27.955	533	336	8	5	506	3	518	3.22e-70	231
VFDB|VFG000819	PATRIC_VF|STM2898	27.955	533	336	8	5	506	3	518	3.22e-70	231
VFDB|VFG000819	PATRIC_VF|SL1344_2877	27.955	533	336	8	5	506	3	518	3.22e-70	231
VFDB|VFG000819	VFDB|VFG001004	31.4	500	304	7	36	510	39	524	8.19e-68	225
VFDB|VFG000819	PATRIC_VF|CP0145	31.4	500	304	7	36	510	39	524	8.19e-68	225
VFDB|VFG000819	VFDB|VFG000039	29.533	535	303	17	12	502	21	525	1.91e-60	206
VFDB|VFG000819	VFDB|VFG002463	33.333	309	186	6	206	511	296	587	7.12e-43	158
VFDB|VFG000820	VFDB|VFG000820	100	151	0	0	1	151	1	151	3.79e-113	314
VFDB|VFG000823	VFDB|VFG000823	100	152	0	0	1	152	1	152	1.19e-109	305
VFDB|VFG000823	PATRIC_VF|Z5131	100	152	0	0	1	152	1	152	1.19e-109	305
VFDB|VFG000823	PATRIC_VF|PSLT072	36.765	136	79	2	16	148	18	149	2.15e-30	105
VFDB|VFG000824	VFDB|VFG000824	100	345	0	0	1	345	1	345	0	694
VFDB|VFG000824	PATRIC_VF|E2348C_3960	99.71	345	1	0	1	345	1	345	0	692
VFDB|VFG000824	VFDB|VFG000522	39.13	345	210	0	1	345	1	345	1.88e-86	262
VFDB|VFG000824	PATRIC_VF|STM474_1428	39.13	345	210	0	1	345	1	345	1.88e-86	262
VFDB|VFG000824	PATRIC_VF|STM1422	39.13	345	210	0	1	345	1	345	1.88e-86	262
VFDB|VFG000824	VFDB|VFG007165	36.686	338	210	2	3	338	4	339	1.09e-71	224
VFDB|VFG000824	VFDB|VFG000041	34.808	339	217	3	2	338	3	339	9.77e-66	209
VFDB|VFG000824	VFDB|VFG000397	36.391	338	211	2	3	338	4	339	2.21e-65	208
VFDB|VFG000824	VFDB|VFG000185	36.07	341	210	3	2	338	3	339	1.13e-64	206
VFDB|VFG000824	VFDB|VFG002127	34.384	349	206	7	1	337	1	338	1.61e-51	172
VFDB|VFG000824	VFDB|VFG001900	31.657	338	228	3	2	337	6	342	7.91e-48	162
VFDB|VFG000824	VFDB|VFG000548	30.532	357	212	10	2	344	3	337	2.34e-44	153
VFDB|VFG000824	PATRIC_VF|STM14_3486	30.532	357	212	10	2	344	3	337	2.34e-44	153
VFDB|VFG000824	PATRIC_VF|STM2887	30.532	357	212	10	2	344	3	337	2.34e-44	153
VFDB|VFG000824	VFDB|VFG002013	29.155	343	229	6	3	337	10	346	2.73e-38	137
VFDB|VFG000824	VFDB|VFG002452	30.675	326	205	7	1	318	1	313	5.58e-36	132
VFDB|VFG000824	VFDB|VFG001015	31.006	358	211	9	1	344	1	336	1.47e-35	129
VFDB|VFG000824	VFDB|VFG001262	25.862	348	234	7	3	337	9	345	5.77e-35	129
VFDB|VFG000824	VFDB|VFG002357	26.453	344	239	6	2	337	7	344	8.9e-35	128
VFDB|VFG000824	VFDB|VFG006622	30.088	339	225	4	2	334	4	336	6.29e-33	122
VFDB|VFG000824	VFDB|VFG002523	25	340	247	5	3	337	12	348	2.07e-30	117
VFDB|VFG000824	VFDB|VFG007191	27.507	349	209	7	8	337	14	337	6.6e-26	103
VFDB|VFG000825	VFDB|VFG000825	100	258	0	0	1	258	1	258	0	500
VFDB|VFG000825	VFDB|VFG000521	37.563	197	122	1	35	230	36	232	1.57e-41	140
VFDB|VFG000825	PATRIC_VF|STM474_1427	37.563	197	122	1	35	230	36	232	1.57e-41	140
VFDB|VFG000825	VFDB|VFG007164	31.878	229	149	4	17	241	19	244	6.23e-31	113
VFDB|VFG000825	VFDB|VFG000396	33.945	218	136	4	19	233	21	233	6.85e-31	112
VFDB|VFG000826	VFDB|VFG000826	100	89	0	0	1	89	1	89	7.16e-60	174
