	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
570057	YP_009212339.1	VFDB|VFG043500	24.878	205	137	7	7	196	172	374	0.000446	38.5
1442223	YP_008052234.1	PATRIC_VF|Rv0355c	37.5	88	47	2	73	154	2399	2484	0.000578	38.5
24071	YP_006383842.1	PATRIC_VF|lmo2549	23.016	126	80	3	8	120	24	145	2.8e-05	38.5
24070	YP_006383842.1	VFDB|VFG032845	23.016	126	80	3	8	120	24	145	2.8e-05	38.5
855759	YP_009290262.1	PATRIC_VF|Rv1974	32.353	102	66	2	2	102	9	108	1.84e-05	38.5
1444912	YP_008051539.1	PATRIC_VF|SEN0952	35.789	95	56	2	70	164	156	245	0.000352	38.5
220145	YP_009036561.1	PATRIC_VF|lmo2757	25.714	105	76	2	452	556	231	333	0.001	38.5
244798	YP_009103326.1	VFDB|VFG000942	30.435	69	48	0	6	74	16	84	5.3e-06	38.5
297233	NP_044837.1	VFDB|VFG002287	24.359	156	79	4	206	323	1985	2139	0.001	38.5
773747	YP_009287440.1	PATRIC_VF|Rv2583c	29.907	107	60	4	60	154	121	224	0.000231	38.5
748598	YP_009275296.1	PATRIC_VF|MT2245	26.829	123	60	5	577	699	286	378	0.002	38.5
773746	YP_009287440.1	VFDB|VFG001826	29.907	107	60	4	60	154	121	224	0.000231	38.5
509931	YP_009199907.1	VFDB|VFG001795	44.444	45	25	0	232	276	817	861	0.000514	38.5
1414338	YP_007877990.1	PATRIC_VF|STM474_0413	20.426	235	144	7	24	217	21	253	0.000697	38.5
445987	YP_009188205.1	VFDB|VFG000260	26.812	138	78	6	454	577	88	216	0.003	38.5
1043691	NP_892074.1	VFDB|VFG001349	25.17	147	82	3	103	244	32	155	0.000487	38.5
297568	NP_043506.1	VFDB|VFG041011	26.923	156	107	5	313	464	419	571	0.001	38.5
1330406	YP_007111602.1	VFDB|VFG000871	27.273	187	121	8	176	352	9	190	0.000384	38.5
1330407	YP_007111602.1	PATRIC_VF|c5391	27.273	187	121	8	176	352	9	190	0.000384	38.5
151704	YP_008770551.1	VFDB|VFG002319	28.829	111	67	3	7	111	43	147	0.000186	38.5
751307	YP_009276424.1	VFDB|VFG042438	21.905	105	68	3	182	280	17	113	0.000291	38.5
866184	YP_009292590.1	PATRIC_VF|Rv2004c	35.484	93	48	3	9	90	329	420	0.000577	38.5
1089018	YP_001210264.1	VFDB|VFG016463	30.534	131	80	4	134	263	769	889	0.000588	38.5
1331689	YP_007111793.1	PATRIC_VF|MT2245	34.94	83	36	3	69	151	315	379	0.000222	38.5
625386	YP_009216230.1	VFDB|VFG000908	22.807	171	98	3	18	181	180	323	0.005	38.5
965918	YP_008857548.1	PATRIC_VF|SEN0952	35.789	95	56	2	70	164	156	245	0.000352	38.5
551099	YP_009208890.1	VFDB|VFG000966	58.621	29	12	0	42	70	56	84	0.000704	38.5
682717	YP_007237009.1	PATRIC_VF|Z3867	30.508	59	32	3	13	66	64	118	1.24e-05	38.5
551727	YP_009209045.1	VFDB|VFG002280	37.5	48	21	1	47	94	1093	1131	0.000582	38.5
1444939	YP_008051539.1	VFDB|VFG001839	26.056	142	90	1	31	157	603	744	0.000517	38.5
402579	YP_006908096.1	VFDB|VFG041011	25.837	209	133	8	65	256	422	625	0.000408	38.5
965945	YP_008857548.1	VFDB|VFG001839	26.056	142	90	1	31	157	603	744	0.000517	38.5
972395	YP_008859491.1	PATRIC_VF|SEN0952	35.789	95	56	2	70	164	156	245	0.000352	38.5
345383	YP_009151728.1	VFDB|VFG002519	23.333	210	140	5	53	250	39	239	0.000829	38.5
548868	YP_009208465.1	VFDB|VFG001839	26.056	142	90	1	31	157	603	744	0.00054	38.5
345382	YP_009151728.1	VFDB|VFG006587	25.0	72	52	1	173	244	181	250	0.000751	38.5
1435890	YP_008051856.1	VFDB|VFG002280	31.25	64	31	1	92	155	1094	1144	0.000383	38.5
424329	YP_009130745.1	PATRIC_VF|lmo1076	37.705	61	33	2	372	429	105	163	0.001	38.5
967032	YP_008858339.1	VFDB|VFG001839	26.056	142	90	1	31	157	603	744	0.000517	38.5
22036	YP_008059802.1	PATRIC_VF|MT2245	26.606	109	56	4	104	207	290	379	0.000346	38.5
1434478	YP_008051683.1	VFDB|VFG001839	27.344	128	88	1	31	158	603	725	0.000486	38.5
763899	YP_009275875.1	PATRIC_VF|Rv0355c	33.871	62	41	0	99	160	2424	2485	0.000394	38.5
494502	YP_009195933.1	PATRIC_VF|Rv2277c	24.37	119	76	2	615	719	30	148	0.002	38.5
1071459	YP_006383429.1	VFDB|VFG000468	29.0	100	66	2	51	146	343	441	0.000433	38.5
41431	YP_009005562.1	VFDB|VFG001795	26.923	78	56	1	242	319	769	845	0.000741	38.5
41432	YP_009005562.1	VFDB|VFG001795	25.532	94	70	0	134	227	789	882	0.000754	38.5
938922	YP_009324122.1	PATRIC_VF|STM474_0388	22.404	183	120	8	104	275	84	255	0.001	38.5
111142	YP_009031864.1	VFDB|VFG001795	26.923	78	56	1	242	319	769	845	0.000802	38.5
969445	YP_008858789.1	VFDB|VFG001839	26.056	142	90	1	31	157	603	744	0.000504	38.5
391365	YP_008854064.1	PATRIC_VF|Rv2277c	24.37	119	76	2	615	719	30	148	0.002	38.5
180886	YP_009052154.1	VFDB|VFG002519	19.903	206	141	4	86	272	33	233	0.000349	38.5
1070073	YP_006383478.1	PATRIC_VF|Rv3717	29.032	124	68	4	65	170	111	232	0.000295	38.5
134109	YP_009043528.1	VFDB|VFG002482	40.741	54	32	0	24	77	790	843	0.000117	38.5
204663	YP_008857360.1	VFDB|VFG000077	32.895	76	49	1	52	125	56	131	0.000291	38.5
424328	YP_009130745.1	VFDB|VFG002159	37.705	61	33	2	372	429	105	163	0.001	38.5
1433372	YP_008061624.1	PATRIC_VF|MMAR_2285	28.834	163	77	6	464	610	92	231	0.002	38.5
762054	YP_009275127.1	VFDB|VFG001361	46.809	47	17	2	295	341	484	522	0.00076	38.5
1345227	YP_007236616.1	PATRIC_VF|lmo1076	37.705	61	33	2	511	568	105	163	0.002	38.5
1066417	YP_006382770.1	VFDB|VFG001795	33.333	48	32	0	121	168	776	823	0.000814	38.5
673572	YP_009224525.1	PATRIC_VF|Rv2277c	24.37	119	76	2	615	719	30	148	0.002	38.5
969419	YP_008858789.1	PATRIC_VF|SEN0952	35.789	95	56	2	70	164	156	245	0.000346	38.5
1059999	YP_001294605.1	PATRIC_VF|MAP3324c	26.027	146	89	6	33	162	103	245	9.99e-05	38.5
759499	YP_009274763.1	VFDB|VFG000703	29.167	72	45	3	86	153	198	267	0.001	38.5
1426701	YP_008061116.1	PATRIC_VF|Rv3681c	35.185	54	35	0	29	82	31	84	7.82e-06	38.5
192951	YP_009056637.1	VFDB|VFG001951	29.73	74	51	1	3	76	2	74	0.000685	38.5
103623	YP_008125649.1	PATRIC_VF|Z1129	26.207	145	99	4	117	259	432	570	0.001	38.5
1419164	YP_007678109.1	VFDB|VFG022051	24.359	156	101	7	183	329	824	971	0.001	38.5
255224	YP_009098250.1	PATRIC_VF|Rv2277c	24.37	119	76	2	615	719	30	148	0.002	38.5
1441124	YP_008060935.1	PATRIC_VF|MMAR_2285	28.834	163	77	6	464	610	92	231	0.002	38.5
1235536	YP_004421731.1	VFDB|VFG000965	38.298	47	29	0	6	52	8	54	0.000219	38.5
1337785	YP_007112758.1	PATRIC_VF|Rv2277c	24.37	119	76	2	615	719	30	148	0.002	38.5
69022	YP_009013824.1	PATRIC_VF|Rv3416	33.962	53	30	2	10	57	26	78	3.44e-06	38.5
345358	YP_009151727.1	VFDB|VFG002519	22.43	214	130	7	51	249	37	229	0.000392	38.5
967005	YP_008858339.1	PATRIC_VF|SEN0952	35.789	95	56	2	70	164	156	245	0.000352	38.5
1347542	YP_007237578.1	VFDB|VFG013354	32.632	95	55	4	36	127	6	94	0.000492	38.5
1077876	YP_655444.1	VFDB|VFG002550	28.571	224	110	13	6	200	12	214	0.000281	38.5
192952	YP_009056637.1	VFDB|VFG013346	28.148	135	63	5	3	110	2	129	0.001	38.5
669280	YP_009224723.1	PATRIC_VF|Rv2583c	29.907	107	60	4	60	154	121	224	0.000211	38.5
1438240	YP_008051992.1	VFDB|VFG001839	26.056	142	90	1	31	157	603	744	0.000517	38.5
1422312	YP_008126432.1	PATRIC_VF|Z1129	27.586	145	97	4	120	262	432	570	0.001	38.5
1438213	YP_008051992.1	PATRIC_VF|SEN0952	35.789	95	56	2	70	164	156	245	0.000352	38.5
306691	YP_009124586.1	PATRIC_VF|c5392	40.323	62	31	2	33	88	118	179	3.64e-05	38.5
306690	YP_009124586.1	VFDB|VFG000872	40.323	62	31	2	33	88	118	179	3.64e-05	38.5
1422909	YP_008126510.1	PATRIC_VF|E2348C_1740	28.169	71	47	2	9	77	28	96	5.23e-06	38.5
43541	YP_009005843.1	VFDB|VFG001795	26.923	78	56	1	242	319	769	845	0.000837	38.5
1058784	YP_001293355.1	VFDB|VFG042860	32.609	46	31	0	4	49	14	59	8.8e-05	38.5
253547	YP_009098035.1	PATRIC_VF|Rv2277c	24.37	119	76	2	615	719	30	148	0.002	38.5
1074153	YP_656140.1	PATRIC_VF|MMAR_2285	28.834	163	77	6	464	610	92	231	0.002	38.5
669279	YP_009224723.1	VFDB|VFG001826	29.907	107	60	4	60	154	121	224	0.000211	38.5
446191	YP_009188229.1	PATRIC_VF|SL1344_1828	31.034	87	51	2	40	126	30	107	0.000403	38.5
769625	YP_009276863.1	VFDB|VFG002287	29.268	82	52	3	222	301	1814	1891	0.00068	38.5
15153	YP_008857194.1	VFDB|VFG001826	29.907	107	60	4	60	154	121	224	0.000231	38.5
1265933	YP_006906512.1	PATRIC_VF|UTI89_C4926	30.4	125	75	2	114	235	742	857	0.000575	38.5
191165	YP_009056386.1	VFDB|VFG001795	36.047	86	53	1	299	382	778	863	0.001	38.5
80317	YP_009016596.1	PATRIC_VF|MMAR_2285	28.834	163	77	6	464	610	92	231	0.001	38.5
656604	YP_009225344.1	VFDB|VFG001839	26.056	142	90	1	31	157	603	744	0.00054	38.5
611820	YP_009220163.1	VFDB|VFG000987	31.0	100	50	4	23	118	93	177	0.006	38.5
107498	YP_009030064.1	PATRIC_VF|Z4136	39.535	43	26	0	117	159	265	307	0.001	38.5
331847	YP_009140959.1	VFDB|VFG000974	40.0	50	18	1	435	484	488	525	0.002	38.5
933839	YP_009323245.1	PATRIC_VF|S1322	28.099	121	67	5	1	102	8	127	0.001	38.5
181115	YP_009052380.1	PATRIC_VF|Rv0820	26.705	176	103	6	365	520	37	206	0.000863	38.5
611821	YP_009220163.1	PATRIC_VF|SFK218_2867	31.0	100	50	4	23	118	93	177	0.006	38.5
1410908	YP_007877529.1	PATRIC_VF|S0140	32.787	61	39	1	10	70	85	143	8e-06	38.5
611822	YP_009220163.1	PATRIC_VF|CP0128	31.0	100	50	4	23	118	93	177	0.006	38.5
653163	YP_009224323.1	VFDB|VFG001839	26.056	142	90	1	31	157	603	744	0.00054	38.5
611882	YP_009220170.1	VFDB|VFG001377	32.927	82	45	4	114	194	423	495	0.000498	38.5
215816	YP_009035615.1	VFDB|VFG043331	26.573	143	59	4	1132	1238	146	278	0.003	38.5
1200988	YP_004251196.1	VFDB|VFG001795	30.0	80	53	1	459	538	789	865	0.002	38.5
1109397	YP_001686769.1	VFDB|VFG001349	36.17	47	30	0	41	87	31	77	0.000256	38.5
156365	YP_008771346.1	VFDB|VFG045470	34.545	55	36	0	21	75	9	63	2.42e-06	38.5
60997	YP_009011819.1	PATRIC_VF|SEN0952	35.789	95	56	2	70	164	156	245	0.000352	38.5
19107	YP_008873613.1	PATRIC_VF|Rv2277c	24.37	119	76	2	615	719	30	148	0.002	38.5
34089	YP_009006765.1	PATRIC_VF|Rv2277c	24.37	119	76	2	615	719	30	148	0.002	38.5
1260551	YP_005098238.1	PATRIC_VF|c5392	25.424	177	123	4	161	331	5	178	0.000407	38.5
688573	YP_009210106.1	VFDB|VFG002477	28.283	99	68	1	14	112	27	122	3.83e-05	38.5
433863	YP_009149218.1	PATRIC_VF|MT2245	29.348	92	46	4	608	699	313	385	0.002	38.5
1260550	YP_005098238.1	VFDB|VFG000872	25.424	177	123	4	161	331	5	178	0.000407	38.5
857278	YP_009290453.1	VFDB|VFG002477	28.283	99	68	1	14	112	27	122	3.83e-05	38.5
1196255	YP_004123781.1	VFDB|VFG043385	24.044	183	98	8	3	184	28	170	0.000553	38.5
1353780	YP_007349058.1	PATRIC_VF|SL1344_1828	28.319	113	69	3	22	131	1	104	0.000458	38.5
655173	YP_009225213.1	VFDB|VFG013346	28.148	135	63	5	3	110	2	129	0.001	38.5
655172	YP_009225213.1	VFDB|VFG001951	29.73	74	51	1	3	76	2	74	0.000698	38.5
489061	YP_009195105.1	VFDB|VFG001795	35.294	68	38	1	127	194	776	837	0.001	38.5
295812	NP_046574.1	PATRIC_VF|SL1344_3673	27.083	96	63	4	50	139	2	96	0.000733	38.5
332192	YP_009140571.1	VFDB|VFG001361	45.714	35	16	3	289	320	468	502	0.000706	38.5
334392	YP_009143012.1	VFDB|VFG043500	24.878	205	137	7	7	196	172	374	0.000446	38.5
433688	YP_009149198.1	PATRIC_VF|lmo1428	31.818	88	52	3	531	616	130	211	0.002	38.5
401517	YP_009098363.1	VFDB|VFG001795	37.5	48	30	0	233	280	812	859	0.000563	38.5
295763	NP_046572.1	VFDB|VFG000258	23.59	195	115	6	496	681	18	187	0.001	38.5
629385	YP_009208406.1	PATRIC_VF|c5391	22.581	186	111	7	19	190	18	184	0.000131	38.5
612633	YP_009194842.1	VFDB|VFG002380	50.0	32	16	0	25	56	325	356	0.001	38.5
1038263	YP_214527.1	VFDB|VFG000966	50.0	48	20	2	73	119	42	86	0.000335	38.5
612634	YP_009194842.1	PATRIC_VF|Rv3868	50.0	32	16	0	25	56	325	356	0.001	38.5
1038265	YP_214527.1	VFDB|VFG000967	50.0	48	20	2	73	119	42	86	0.000359	38.5
1190424	YP_004009618.1	VFDB|VFG009810	25.926	135	88	5	38	172	360	482	0.002	38.5
74719	YP_009014723.1	PATRIC_VF|MMAR_2285	28.834	163	77	6	464	610	92	231	0.002	38.5
1460763	YP_008410073.1	PATRIC_VF|SEN0952	35.789	95	56	2	70	164	156	245	0.000352	38.5
629384	YP_009208406.1	VFDB|VFG000871	22.581	186	111	7	19	190	18	184	0.000131	38.5
392612	YP_008854240.1	PATRIC_VF|Rv2277c	24.37	119	76	2	615	719	30	148	0.002	38.5
58924	YP_009011495.1	VFDB|VFG000037	33.929	56	37	0	106	161	4	59	0.000292	38.5
509933	YP_009199907.1	VFDB|VFG002482	46.552	58	22	1	227	275	282	339	0.000522	38.5
629652	YP_009214158.1	VFDB|VFG043385	26.316	152	101	5	5	156	25	165	0.000369	38.5
61024	YP_009011819.1	VFDB|VFG001839	26.056	142	90	1	31	157	603	744	0.000517	38.5
1190425	YP_004009618.1	PATRIC_VF|Rv0758	25.926	135	88	5	38	172	360	482	0.002	38.5
937630	YP_009323941.1	PATRIC_VF|S1322	34.426	61	39	1	1	60	8	68	0.001	38.1
627942	YP_009207669.1	VFDB|VFG000966	33.663	101	53	4	99	199	52	138	0.001	38.1
278484	YP_009098571.1	VFDB|VFG002477	31.707	82	53	1	31	112	44	122	4.68e-05	38.1
1358322	YP_007348471.1	VFDB|VFG001374	23.56	191	107	7	4	182	10	173	0.000782	38.1
280962	YP_009102389.1	VFDB|VFG002477	31.707	82	53	1	31	112	44	122	4.68e-05	38.1
1158874	YP_002925184.1	VFDB|VFG002300	26.718	131	80	4	201	316	2045	2174	0.001	38.1
1187883	YP_003969530.1	VFDB|VFG001826	31.481	108	65	3	18	116	100	207	0.000134	38.1
286956	NP_795396.1	VFDB|VFG000871	23.353	167	105	6	25	182	32	184	0.000155	38.1
641150	YP_009019178.1	VFDB|VFG002096	25.714	140	80	5	447	585	412	528	0.003	38.1
126525	YP_009031482.1	VFDB|VFG002319	31.343	67	44	2	56	120	40	106	0.000316	38.1
1213790	YP_004322887.1	PATRIC_VF|E2348C_1740	29.688	64	41	2	9	70	28	89	8.24e-06	38.1
878425	YP_009301856.1	PATRIC_VF|SL1344_2043	29.412	68	47	1	75	141	3	70	0.002	38.1
1196197	YP_004123778.1	VFDB|VFG002482	35.211	71	46	0	65	135	675	745	0.000444	38.1
1358248	YP_007348468.1	VFDB|VFG013368	25.773	194	108	10	16	177	42	231	0.000605	38.1
33427	YP_009006598.1	PATRIC_VF|Rv3631	27.586	116	71	4	24	131	18	128	0.000551	38.1
286673	NP_049421.1	PATRIC_VF|Z1129	19.534	343	236	12	3	319	432	760	0.001	38.1
153198	YP_008770915.1	VFDB|VFG011430	69.231	26	8	0	59	84	32	57	8.97e-06	38.1
941205	YP_009324445.1	PATRIC_VF|Rv3681c	34.783	69	42	2	55	123	24	89	0.000229	38.1
671748	YP_009224895.1	PATRIC_VF|c5392	26.036	169	89	8	214	377	27	164	0.000496	38.1
1213081	YP_004322800.1	PATRIC_VF|STM474_0413	25.806	124	79	4	1	121	1	114	0.000857	38.1
1343631	YP_007236183.1	VFDB|VFG002091	36.364	77	35	2	5	67	726	802	0.000677	38.1
15155	YP_008857194.1	PATRIC_VF|MAP1047	25.316	158	88	5	8	154	84	222	0.000265	38.1
299631	NP_038335.1	PATRIC_VF|Rv0355c	31.624	117	74	3	139	254	1568	1679	0.002	38.1
878426	YP_009301856.1	PATRIC_VF|STM14_2557	29.412	68	47	1	75	141	3	70	0.002	38.1
1364254	YP_007002500.1	PATRIC_VF|MAP1047	25.316	158	88	5	8	154	84	222	0.000265	38.1
1235688	YP_004421751.1	VFDB|VFG002519	26.556	241	157	8	55	287	5	233	0.000429	38.1
1187884	YP_003969530.1	PATRIC_VF|Rv2583c	31.481	108	65	3	18	116	100	207	0.000134	38.1
1292134	YP_007004132.1	PATRIC_VF|S1322	34.426	61	39	1	11	70	8	68	0.001	38.1
1265937	YP_006906512.1	VFDB|VFG000906	30.4	125	75	2	114	235	742	857	0.000686	38.1
1316052	YP_006986967.1	PATRIC_VF|LmonL_020200020201	31.111	90	59	2	39	126	3	91	0.00037	38.1
1195050	YP_004010242.1	VFDB|VFG006199	47.059	34	18	0	40	73	11	44	6.88e-05	38.1
1323677	YP_007010941.1	PATRIC_VF|Rv3717	24.675	154	99	4	44	182	89	240	0.000317	38.1
618060	YP_009205689.1	VFDB|VFG002444	32.632	95	57	3	18	108	44	135	0.002	38.1
671379	YP_009226604.1	VFDB|VFG043385	26.316	152	101	5	2	153	25	165	0.000479	38.1
1290331	YP_007003557.1	PATRIC_VF|LmonL_020200020201	26.027	146	90	4	40	175	13	150	0.000282	38.1
1160715	YP_003084211.1	VFDB|VFG000965	42.105	38	22	0	4	41	8	45	0.000466	38.1
289852	NP_203486.1	PATRIC_VF|MMAR_2284	29.592	98	65	2	15	112	349	442	0.000155	38.1
289989	NP_116498.1	PATRIC_VF|LmonL_020200020201	25.0	140	103	1	38	175	11	150	0.000238	38.1
872043	YP_009285501.1	PATRIC_VF|MT2245	30.435	92	45	4	632	723	313	385	0.002	38.1
153478	YP_008770949.1	VFDB|VFG002091	35.065	77	36	2	5	67	726	802	0.000614	38.1
629201	YP_009208384.1	VFDB|VFG043385	26.316	152	101	5	2	153	25	165	0.000479	38.1
159086	YP_008771706.1	VFDB|VFG011430	69.231	26	8	0	59	84	32	57	8.97e-06	38.1
314016	YP_009126441.1	PATRIC_VF|SL1344_1277	26.724	116	64	4	13	126	43	139	5.42e-05	38.1
215815	YP_009035615.1	PATRIC_VF|LMHCC_1438	25.949	158	91	4	1104	1237	1	156	0.003	38.1
159359	YP_008771740.1	VFDB|VFG002091	35.065	77	36	2	5	67	726	802	0.000614	38.1
929005	YP_009322567.1	PATRIC_VF|Z2313	29.139	151	96	7	10	156	46	189	0.001	38.1
403526	YP_009100002.1	PATRIC_VF|Z1129	29.323	133	82	5	27	153	450	576	0.002	38.1
1265941	YP_006906512.1	PATRIC_VF|c3570	30.4	125	75	2	114	235	742	857	0.000686	38.1
878424	YP_009301856.1	VFDB|VFG000464	29.412	68	47	1	75	141	3	70	0.002	38.1
639760	YP_009012398.1	VFDB|VFG000332	22.868	258	168	9	4	249	3	241	0.000623	38.1
321942	YP_009133675.1	PATRIC_VF|Z1129	22.059	340	245	9	118	448	433	761	0.002	38.1
30184	YP_009005205.1	PATRIC_VF|Rv3631	27.586	116	71	4	24	131	18	128	0.000513	38.1
1287974	YP_007003231.1	PATRIC_VF|Rv3876	44.737	38	20	1	11	47	419	456	0.000774	38.1
640326	YP_009012475.1	VFDB|VFG002096	26.241	141	78	6	448	586	412	528	0.004	38.1
1313306	YP_006986298.1	PATRIC_VF|MMAR_5443	50.0	32	16	0	25	56	325	356	0.001	38.1
1231264	YP_004327457.1	VFDB|VFG002091	35.065	77	36	2	5	67	726	802	0.000614	38.1
1160843	YP_003084228.1	VFDB|VFG002529	20.213	282	200	6	2254	2521	215	485	0.013	38.1
669281	YP_009224723.1	PATRIC_VF|MAP1047	25.316	158	88	5	8	154	84	222	0.00028	38.1
671747	YP_009224895.1	VFDB|VFG000872	26.036	169	89	8	214	377	27	164	0.000496	38.1
938709	YP_009324093.1	VFDB|VFG002292	28.571	126	63	6	412	517	273	391	0.002	38.1
630084	YP_009213105.1	VFDB|VFG043385	26.316	152	101	5	2	153	25	165	0.000479	38.1
1189099	YP_004009445.1	VFDB|VFG001951	27.778	90	62	2	3	90	2	90	0.001	38.1
676413	YP_009196140.1	VFDB|VFG045470	33.929	56	37	0	9	64	6	61	2.78e-06	38.1
286957	NP_795396.1	PATRIC_VF|c5391	23.353	167	105	6	25	182	32	184	0.000155	38.1
1363480	YP_803127.1	VFDB|VFG002477	31.707	82	53	1	31	112	44	122	4.68e-05	38.1
1203168	YP_004301292.1	VFDB|VFG000145	35.593	59	30	1	845	895	303	361	0.003	38.1
30128	YP_009005198.1	PATRIC_VF|Lmon1_020100003692	39.744	78	39	3	333	408	200	271	0.001	38.1
1280642	YP_006990583.1	VFDB|VFG001298	27.068	133	65	5	14	136	50	160	0.000425	38.1
1244395	YP_004893846.1	VFDB|VFG002196	21.053	95	75	0	471	565	150	244	0.002	38.1
1370639	YP_005087139.1	PATRIC_VF|c3570	24.681	235	138	8	618	835	197	409	0.004	38.1
1257384	YP_005087048.1	PATRIC_VF|LmonL_020200020201	24.444	135	100	1	66	198	20	154	0.000469	38.1
1280269	YP_006990525.1	VFDB|VFG045470	38.333	60	37	0	3	62	2	61	2.36e-06	38.1
1177055	YP_003734207.1	PATRIC_VF|STM474_0413	28.736	87	61	1	28	114	1	86	0.000849	38.1
1200989	YP_004251196.1	VFDB|VFG001795	23.333	180	103	7	361	532	713	865	0.003	38.1
624586	YP_009217668.1	VFDB|VFG043385	26.316	152	101	5	5	156	25	165	0.000442	38.1
682183	YP_009215161.1	VFDB|VFG001357	28.139	231	136	8	46	252	374	598	0.000853	38.1
923568	YP_009321686.1	VFDB|VFG041011	25.359	209	134	8	65	256	422	625	0.000572	38.1
682104	YP_009215150.1	VFDB|VFG001795	37.5	40	25	0	152	191	811	850	0.000446	38.1
1205562	YP_004306133.1	VFDB|VFG011850	26.752	157	102	4	8	164	26	169	0.000413	38.1
417237	YP_009167780.1	PATRIC_VF|lmo0582	29.114	79	54	2	225	302	370	447	0.002	38.1
1181711	YP_003858494.1	VFDB|VFG001249	24.684	158	107	4	682	835	62	211	0.004	38.1
1372745	YP_007672655.1	VFDB|VFG046119	25.949	158	87	6	1071	1226	517	646	0.006	38.1
633329	YP_009202053.1	PATRIC_VF|Z3867	31.034	58	33	2	13	66	64	118	1.95e-05	38.1
1333736	YP_007112090.1	PATRIC_VF|MT2245	34.94	83	36	3	117	199	315	379	0.000518	38.1
1281300	YP_006200846.1	VFDB|VFG001795	37.5	40	25	0	152	191	811	850	0.000446	38.1
924161	YP_009321772.1	VFDB|VFG002287	34.921	63	39	2	202	263	1836	1897	0.001	38.1
1208340	YP_004306884.1	VFDB|VFG043385	24.638	138	73	3	5	111	32	169	0.00031	38.1
30630	YP_009005262.1	PATRIC_VF|Rv3631	27.586	116	71	4	24	131	18	128	0.000551	38.1
685867	YP_009180686.1	VFDB|VFG002477	31.707	82	53	1	31	112	44	122	4.68e-05	38.1
865787	YP_009292530.1	VFDB|VFG001361	44.898	49	24	1	1481	1526	466	514	0.008	38.1
30124	YP_009005198.1	PATRIC_VF|lmo0582	39.744	78	39	3	333	408	200	271	0.001	38.1
310241	YP_009125103.1	VFDB|VFG013491	24.51	102	71	3	21	117	50	150	0.000253	38.1
935539	YP_009323473.1	VFDB|VFG002287	34.921	63	39	2	202	263	1836	1897	0.001	38.1
646952	YP_009222289.1	PATRIC_VF|Lmon1_020100003692	32.911	79	50	2	250	328	178	253	0.002	38.1
470302	YP_009187759.1	PATRIC_VF|LmonL_020200020201	30.667	75	50	1	57	129	17	91	0.000342	38.1
659236	YP_009225789.1	VFDB|VFG000145	39.744	78	36	4	1964	2031	313	389	0.007	38.1
927559	YP_009322331.1	VFDB|VFG002300	28.947	114	61	5	175	274	2064	2171	0.001	38.1
933065	YP_009323158.1	VFDB|VFG000314	21.986	282	184	10	5	255	4	280	0.000674	38.1
497455	YP_009197031.1	VFDB|VFG000871	29.762	84	53	2	327	407	96	176	0.000599	38.1
497456	YP_009197031.1	PATRIC_VF|c5391	29.762	84	53	2	327	407	96	176	0.000599	38.1
389230	YP_009126343.1	PATRIC_VF|Rv3701c	34.722	72	43	2	36	105	234	303	0.000121	38.1
943442	YP_009324847.1	VFDB|VFG002287	28.571	70	50	0	202	271	2465	2534	0.000883	38.1
943443	YP_009324847.1	VFDB|VFG002287	26.496	117	57	2	170	257	2475	2591	0.001	38.1
1367507	YP_007501021.1	PATRIC_VF|VBIBarHen29080_0178	31.776	107	53	4	65	171	420	506	0.001	38.1
663364	YP_009226744.1	VFDB|VFG001317	44.231	52	25	2	143	194	590	637	0.000359	38.1
151593	YP_008770535.1	VFDB|VFG045470	34.545	55	36	0	8	62	9	63	1.92e-06	38.1
1170298	YP_003347409.1	VFDB|VFG002181	34.783	69	41	1	318	382	374	442	0.001	38.1
612635	YP_009194842.1	PATRIC_VF|MMAR_5443	50.0	32	16	0	25	56	325	356	0.001	38.1
1370638	YP_005087139.1	VFDB|VFG000906	24.681	235	138	8	618	835	197	409	0.004	38.1
404893	YP_009125454.1	PATRIC_VF|Rv3681c	35.088	57	30	2	4	56	31	84	3.09e-05	38.1
1367506	YP_007501021.1	PATRIC_VF|BH01510	31.776	107	53	4	65	171	420	506	0.001	38.1
1367505	YP_007501021.1	VFDB|VFG002270	31.776	107	53	4	65	171	420	506	0.001	38.1
314575	YP_009126510.1	VFDB|VFG000983	25.904	166	104	7	64	225	2989	3139	0.001	38.1
1209344	YP_004322297.1	PATRIC_VF|MT2175	47.059	34	18	0	42	75	288	321	0.000723	38.1
1242268	YP_004782448.1	VFDB|VFG000307	33.333	57	38	0	12	68	5	61	5.03e-05	38.1
678738	YP_009199969.1	PATRIC_VF|Rv2583c	29.907	107	60	4	60	154	121	224	0.000242	38.1
176544	YP_008240137.1	PATRIC_VF|SL1344_0444	34.667	75	43	2	89	157	352	426	0.001	38.1
176543	YP_008240137.1	PATRIC_VF|STM0450	34.667	75	43	2	89	157	352	426	0.001	38.1
308248	YP_009124812.1	VFDB|VFG009553	37.179	78	44	3	76	150	109	184	0.000474	38.1
1302085	YP_007006084.1	PATRIC_VF|Rv1266c	46.296	54	24	2	321	369	329	382	0.001	38.1
417236	YP_009167780.1	VFDB|VFG000070	29.114	79	54	2	225	302	370	447	0.002	38.1
307546	YP_009124707.1	PATRIC_VF|Rv3681c	33.333	60	40	0	23	82	31	90	1.32e-05	38.1
